time, dt.le, dt.lps, dt.re, dt.rps, dt.rsp, i.jx, i.jy, i.ld, i.ljs, i.lu, i.rjs, i.sd, i.sf, i.ssd, i.ssu, i.su, l.sl, lms.s, r.s, s.aes, s.aest, s.hf, s.m, s.sf, s.sp, so.fbe, so.fe, so.lbu, so.lu, so.sbrun, so.sbu, so.su, spid.vsp
263193, , , , , , , , , , , , , , , , , , , , -0.6160000000001226, -841713.0, , -4.873637956371916, , , , , , , , , , 
263393, , , , , , , , , , , , , , , , , , , , -0.869500000000173, -845548.0, , -1.5051077809504878, , , , , , , , , , 
263593, , , , , , , , , , , , , , , , , , , , -0.8799999999995498, -850152.0, , -0.39944903789166897, , , , , , , , , , 
263793, , , , , , , , , , , , , , , , , , , , -0.9079999999995355, -854592.0, , -0.46717616139463464, , , , , , , , , , 
263993, , , , , , , , , , , , , , , , , , , , -0.9065000000001803, -859075.0, , -0.49722390950647244, , , , , , , , , , 
264193, , , , , , , , , , , , , , , , , , , , -0.8905000000001771, -863546.0, , -0.535232882944667, , , , , , , , , , 
264393, , , , , , , , , , , , , , , , , , , , -0.8855000000001763, -868021.0, , -0.5406980514432198, , , , , , , , , , 
264593, , , , , , , , , , , , , , , , , , , , -0.8869999999995463, -872495.0, , -0.5622828809086204, , , , , , , , , , 
264793, , , , , , , , , , , , , , , , , , , , -0.8934999999995429, -876971.0, , -0.5414410396160493, , , , , , , , , , 
264993, , , , , , , , , , , , , , , , , , , , -0.9040000000001799, -881456.0, , -0.4942048557782127, , , , , , , , , , 
265193, , , , , , , , , , , , , , , , , , , , -0.8910000000001772, -885925.0, , -0.5331140070124402, , , , , , , , , , 
265393, , , , , , , , , , , , , , , , , , , , -0.8940000000001779, -890399.0, , -0.5419391559294181, , , , , , , , , , 
265593, , , , , , , , , , , , , , , , , , , , -0.8884999999995454, -894870.0, , -0.5614410195741275, , , , , , , , , , 
265793, , , , , , , , , , , , , , , , , , , , -0.8784999999995506, -899346.0, , -0.5996944447932674, , , , , , , , , , 
265993, , , , , , , , , , , , , , , , , , , , -0.8676190476190148, -903842.0, , -0.611576532130217, , , , , , , , , , 
266193, , , , , , , , , , , , , , , , , , , , -0.8755000000001741, -908290.0, , -0.615664330524336, , , , , , , , , , 
266393, , , , , , , , , , , , , , , , , , , , -0.8860000000001762, -912772.0, , -0.5631115510114596, , , , , , , , , , 
266593, , , , , , , , , , , , , , , , , , , , -0.889499999999545, -917249.0, , -0.4968470779056333, , , , , , , , true, true, 
266793, 12.500000000002487, 0.006250000000001243, , , , , , , , , , , , , , , , , , -0.8869999999995463, -921717.0, , -0.5602886798169712, , , , , , , , , , 
266993, 0.0, 0.0, , , , , , , , , , , , , , , , , , -0.8585714285713961, -926209.0, , -0.6545825434007929, , , , , , , , , , 
267193, , , 12.500000000002487, 0.005000000000000995, , , , , , , , , , , , , , , , -0.8825000000001756, -930670.0, , -0.5521275169327419, , , , , , , , , , 
267393, , , 0.0, 0.0, , , , , , , , , , , , , , , , -0.9326315789471005, -935149.0, , -0.48038433569213346, , , , , , , , , , 
267593, , , , , , , , , , , , , , , , , , , , -0.8919999999995436, -939616.0, , -0.549220962433019, , , , , , , , , , 
267793, , , , , , , , , , , , , , , , , , , , -0.896999999999541, -944097.0, , -0.5358159021480551, , , , , , , , , , 
267993, , , , , , , , , , , , , , , , , , , , -0.8642857142856815, -948581.0, , -0.6411869388881478, , , , , , , , , , 
268193, , , , , , , , , , , , , , , , , , , , -0.8980000000001787, -953047.0, , -0.5292064169742117, , , , , , , , , , 
268393, , , , , , , , , , , , , , , , , , , , -0.8885000000001768, -957523.0, , -0.5291331902873316, , , , , , , , , , 
268593, , , , , , , , , , , , , , , , , , , , -0.9278947368418388, -961992.0, , -0.49280067733649047, , , , , , , , , , 
268793, , , , , , , , , , , , , , , , , , , , -0.8839999999995477, -966462.0, , -0.5501403565144501, , , , , , , , , , 
268993, , , , , , , , , , , , , , , , , , , , -0.869999999999967, -970952.0, , -0.6183853902619795, , , , , , , , , , 
269193, , , , , , , , , , , , , , , , , , , , -0.9273684210530588, -975417.0, , -0.47920373368959374, , , , , , , , , , 
269393, , , , , , , , , , , , , , , , , , , , -0.9315789473681535, -979879.0, , -0.5224696561974943, , , , , , , , , , 
269593, , , , , , , , , , , , , , , , , , , , -0.8804999999995494, -984354.0, , -0.5959893876691785, , , , , , , , , , 
269793, , , , , , , , , , , , , , , , , , , , -0.9352631578944681, -988832.0, , -0.44435759048378715, , , , , , , , , , 
269993, , , , , , , , , , , , , , , , , , , , -0.8642857142856815, -993308.0, , -0.6810388538546704, , , , , , , , , , 
270193, , , , , , , , , , , , , , , , , , , , -0.8850000000001761, -997781.0, , -0.5529238502422104, , , , , , , , , , 
270393, , , , , , , , , , , , , , , , , , , , -0.8875000000001765, -1002248.0, , -0.5505611360544481, , , , , , , , , , 
270593, , , , , , , , , , , , , , , , , , , , -0.8924999999995433, -1006725.0, , -0.5306190884411263, , , , , , , , , , 
270793, , , , , , , , , , , , , , , , , , , , -0.8879999999995457, -1011196.0, , -0.5259687724692121, , , , , , , , , , 
270993, , , , , , , , , , , , , , , , , , , , -0.869999999999967, -1015679.0, , -0.6276840478831655, , , , , , , , , , 
271193, , , , , , , , , , , , , , , , , , , , -0.8925000000001775, -1020138.0, , -0.565495511941408, , , , , , , , , , 
271393, , , , , , , , , , , , , , , , , , , , -0.926315789474111, -1024593.0, , -0.45433908856782546, , , , , , , , , , 
271593, , , , , , , , , , , , , true, , , , , , , -0.7045000000001401, -1028815.0, , -1.9776898840018875, , , true, true, , , , , , 
271793, , , , , , , , , , , , , false, , , , , , , -0.9305000000001851, -1032996.0, , -0.6241179148125903, , , false, false, , , , , , 
271993, , , , , , , , , , , , , , , , , , , , -0.8499999999999679, -1037545.0, , -0.6860847069218089, , , , , , , , , , 
272193, , , , , , , , , , , , , , , , , , , , -0.9010000000001793, -1042012.0, , -0.5064235254396845, , , , , , , , , , 
272393, , , , , , , , , , , , , , , , , , , , -0.9378947368425374, -1046484.0, , -0.41328773329084834, , , , , , , , , , 
272593, , , , , , , , , , , , , , , , , , , , -0.85238095238092, -1050958.0, , -0.6064059676002217, , , , , , , , , , 
272793, , , , , , , , , , , , , , , , , , , , -0.896999999999541, -1055435.0, , -0.5315040912179156, , , , , , , , , , 
272993, , , , , , , , , , , , , , , , , , , , -0.9095000000001808, -1059911.0, , -0.5169384356401224, , , , , , , , , , 
273193, , , , , , , , , , , , , , , , , , , , -0.8795000000001749, -1064377.0, , -0.6091140433760411, , , , , , , , , , 
273393, , , , , , , , , , , , , , , , , , , , -0.8855000000001763, -1068859.0, , -0.5543172974027566, , , , , , , , , , 
273593, , , , , , , , , , , , , , , , , , , , -0.8859999999995467, -1073331.0, , -0.5555184053236044, , , , , , , , , , 
273793, , , , , , , , , , , , , true, , , , , , , -0.8804999999995494, -1077796.0, , -0.6291529688183582, , , true, true, , , , , , 
273993, , , , , , , , , , , , , false, , , , , , , -0.8690000000001729, -1081698.0, , -1.3508617906589189, , , false, false, , , , , , 
274193, , , 12.500000000002487, 0.005000000000000995, , , , , , , , , , , , , , , , -0.8850000000001761, -1086320.0, , -0.31337736848804343, , , , , , , , , , 
274393, , , 0.0, 0.0, , , , , , , , , , , , , , , , -0.9060000000001803, -1090740.0, , -0.529351662757541, , , , , , , , , , 
274593, , , , , , , , , , , , , , , , , , , , -0.8814999999995491, -1095231.0, , -0.5832334062373229, , , , , , , , , , 
274793, , , , , , , , , , , , , , , , , , , , -0.8954999999995419, -1099710.0, , -0.5316581719288078, , , , , , , , , , 
274993, , , , , , , , , , , , , , , , , , , , -0.9230000000001837, -1104194.0, , -0.452438668586492, , , , , , , , , , 
275193, , , , , , , , , , , , , , , , , , , , -0.8900000000001771, -1108655.0, , -0.5632730304766301, , , , , , , , , , 
275393, , , , , , , , , , , , , , , , , , , , , -1113135.0, , -0.5597298759631776, , , , , , , , , , 
275593, , , , , , , , , , , , , , , , , , , , -0.8899999999995447, -1117614.0, , -0.5366728742500182, , , , , , , , , , 
275793, , , , , , , , , , , , , , , , , , , , -0.8849999999995473, -1122088.0, , -0.5414830180430108, , , , , , , , , , 
275993, , , , , , , , , , , , , true, , , , , , , -0.8904761904761568, -1126577.0, , -0.5757355614980989, , , true, true, , , , , , 
276193, , , , , , , , , , , , , false, , , , , , , -0.7960000000001584, -1130504.0, , -2.005467100319251, , , false, false, , , , , , 
276393, , , , , , , , , , , , , , , , , , , , -0.9125000000001816, -1135035.0, , -0.22303596034882686, , , , , , , , false, false, 
276593, , , 12.500000000002487, 0.005000000000000995, , , , , , , , , , , , , , , , -0.8879999999995457, -1139470.0, , -0.6524344537221696, , , , , , , , , , 
276793, , , -13.157894736838326, -0.005263157894735331, , , , , , , , , , , , , , , , -0.8944999999995423, -1143959.0, , -0.5812216252831004, , , , , , , , , , 
276993, , , 0.0, 0.0, , , , , , , , , , , , , , , , -0.8990000000001789, -1148443.0, , -0.502545989925522, , , , , , , , , , 
277193, , , , , , , , , , , , , , , , , , , , -0.884000000000176, -1152907.0, , -0.5653460986213231, , , , , , , , , , 
277393, , , , , , , , , , , , , , , , , , , , , -1157380.0, , -0.5794946519041078, , , , , , , , , , 
277593, , , , , , , , , , , , , , , , , , , , -0.896999999999541, -1161858.0, , -0.5622185487930674, , , , , , , , , , 
277793, , , , , , , , , , , , , , , , , , , , -0.889499999999545, -1166336.0, , -0.5365693271029922, , , , , , , , , , 
277993, , , , , , , , , , , , , , , , , , , , -0.90500000000018, -1170818.0, , -0.47612103888770074, , , , , , , , , , 
278193, , , , , , , , , , , , , , , , , , , , -0.8905000000001771, -1175285.0, , -0.5350144915782766, , , , , , , , , , 
309393, , , , , , , , , , , , , , , , , , , , -0.008421052631576529, -1281832.0, , -5.898163144273407, , , , , , , , , , 
309593, , , , , , , , , , , , , , , , , , , , -0.4378947368419795, -1283047.0, , -7.343349207264177, , , , , , , , , , 
309793, , , , , , , , , , , , , , , , , , , , -0.7210000000006557, -1286038.0, , -3.510422562765605, , , , , , , , , , 
309993, , , , , , , , , , , , , , , , , , , , -0.9329999999995227, -1290306.0, , -0.5116447391011425, , , , , , , , , , 
310193, , , , , , , , , , , , , , , , , , , , -0.872000000000793, -1294822.0, , -0.7189091475097684, , , , , , , , , , 
310393, , , , , , , , , , , , , , , , , , , , -0.8642857142850966, -1299314.0, , -0.5353052958497301, , , , , , , , , , 
310593, , , , , , , , , , , , , , , , , , , , -0.8557142857148323, -1303783.0, , -0.5827265352012128, , , , , , , , , , 
310793, , , , , , , , , , , , , , , , , , , , -0.9378947368418359, -1308252.0, , -0.4119046839756884, , , , , , , , , , 
310993, , , , , , , , , , , , , , , , , , , , -0.8804999999995494, -1312730.0, , -0.5803372080197969, , , , , , , , , , 
311193, , , , , , , , , , , , , , , , , , , , -0.8538095238100692, -1317200.0, , -0.6385539177599366, , , , , , , , , , 
311393, , , , , , , , , , , , , , , , , , , , -0.8542857142851038, -1321678.0, , -0.6258107121022458, , , , , , , , , , 
311593, , , , , , , , , , , , , , , , , , , , -0.9394736842102565, -1326150.0, , -0.4048918057933115, , , , , , , , , , 
311793, , , , , , , , , , , , , , , , , , , , -0.8935000000008125, -1330620.0, , -0.6078398969549617, , , , , , , , , , 
311993, , , , , , , , , , , , , , , , , , , , -0.8744999999995526, -1335092.0, , -0.6208558293715559, , , , , , , , , , 
312193, , , , , , , , , , , , , , , , , , , , -0.8925000000008118, -1339563.0, , -0.4937145611362448, , , , , , , , , , 
312393, , , , , , , , , , , , , , , , , , , , -0.8984999999995403, -1344055.0, , -0.4876970790656032, , , , , , , , , , 
312593, , , , , , , , , , , , , , , , , , , , -0.8794999999995501, -1348514.0, , -0.6178173734310076, , , , , , , , , , 
312793, , , , , , , , , , , , , , , , , , , , -0.8945000000008136, -1353001.0, , -0.537801108635731, , , , , , , , , , 
312993, , , , , , , , , , , , , , , , , , , , -0.8819999999995487, -1357473.0, , -0.5484215013835728, , , , , , , , true, true, 
313193, , , , , , , , , , , , , , , , , , , , -0.8935000000008125, -1361943.0, , -0.5588300975336169, , , , , , , , , , 
313393, , , , , , , , , , , , , , , , , , , , -0.8879999999995457, -1366420.0, , -0.5743716759356721, , , , , , , , , , 
313593, -35.71428571426019, -0.017857142857130096, , , , , , , , , , , , , , , , , , -0.895000000000814, -1370887.0, , -0.4827526853559466, , , , , , , , , , 
313793, 0.0, 0.0, , , , , , , , , , , , , , , , , , -0.900500000000819, -1375360.0, , -0.5279622577554146, , , , , , , , , , 
313993, , , , , , , , , , , , , , , , , , , , -0.8789999999995504, -1379839.0, , -0.6050272722502122, , , , , , , , , , 
314193, , , , , , , , , , , , , , , , , , , , -0.9075000000008254, -1384325.0, , -0.5050687134575347, , , , , , , , , , 
314393, , , , , , , , , , , , , , , , , , , , -0.8954999999995419, -1388793.0, , -0.5401409279728505, , , , , , , , , , 
314593, , , , , , , , , , , , , , , , , , , , -0.8889999999995453, -1393264.0, , -0.5775403326632622, , , , , , , , , , 
314793, , , , , , , , , , , , , , , , , , , , -0.889500000000809, -1397743.0, , -0.5620330686775106, , , , , , , , , , 
314993, , , , , , , , , , , , , , , , , , , , -0.8694999999995552, -1402216.0, , -0.6006362164363346, , , , , , , , , , 
315193, , , , , , , , , , , , , , , , , , , , -0.8955000000008144, -1406693.0, , -0.5407100113403994, , , , , , , , , , 
315393, , , , , , , , , , , , , , , , , , , , -0.8959999999995416, -1411166.0, , -0.5607076233391527, , , , , , , , , , 
315593, , , , , , , , , , , , , , , , , , , , -0.8954999999995419, -1415644.0, , -0.5434846954239856, , , , , , , , , , 
315793, , , , , , , , , , , , , , , , , , , , -0.8845000000008044, -1420114.0, , -0.5889731146184913, , , , , , , , , , 
315993, , , , , , , , , , , , , , , , , , , , -0.8809999999995494, -1424593.0, , -0.5557996121636261, , , , , , , , , , 
316193, , , , , , , , , , , , , , , , , , , , -0.8900000000008095, -1429066.0, , -0.5554495033716866, , , , , , , , , , 
316393, , , , , , , , , , , , , , , , , , , , -0.8929999999995433, -1433540.0, , -0.5565406595610511, , , , , , , , , , 
316593, , , , , , , , , , , , , , , , , , , , -0.8844999999995474, -1438015.0, , -0.5584662945589862, , , , , , , , , , 
316793, , , , , , , , , , , , , , , , , , , , -0.8890000000008085, -1442486.0, , -0.5665821250668615, , , , , , , , , , 
316993, , , , , , , , , , , , , , , , , , , , -0.8794999999995501, -1446970.0, , -0.5476271542987324, , , , , , , , , , 
317193, , , , , , , , , , , , , , , , , , , , -0.895000000000814, -1451439.0, , -0.5375703406971115, , , , , , , , , , 
317393, , , , , , , , , , , , , , , , , , , , -0.8999999999995396, -1455916.0, , -0.5342780866207341, , , , , , , , , , 
317593, , , , , , , , , , , , , , , , , , , , -0.8924999999995433, -1460383.0, , -0.5699549826649655, , , , , , , , , , 
317793, , , , , , , , , , , , , , , , , , , , -0.8980000000008168, -1464862.0, , -0.5316088914195243, , , , , , , , , , 
317993, , , , , , , , , , , , , true, , , , , , , -0.8819999999995487, -1469333.0, , -0.557199451263572, , , true, true, , , , , , 
318193, , , , , , , , , , , , , false, , , , , , , -0.807000000000734, -1473308.0, , -1.9623532852478347, , , false, false, , , , , , 
318393, , , , , , , , , , , , , , , , , , , , -0.9314999999995234, -1477838.0, , -0.16746070946973124, , , , , , , , , , 
318593, , , , , , , , , , , , , , , , , , , , -0.8984999999995403, -1482264.0, , -0.636131700521375, , , , , , , , , , 
318793, , , , , , , , , , , , , , , , , , , , -0.8880000000008076, -1486760.0, , -0.5610111758337589, , , , , , , , , , 
318993, , , , , , , , , , , , , , , , , , , , -0.8749999999995524, -1491232.0, , -0.5723483354678228, , , , , , , , , , 
319193, , , , , , , , , , , , , , , , , , , , -0.8995000000008181, -1495709.0, , -0.528899427622724, , , , , , , , , , 
319393, , , , , , , , , , , , , , , , , , , , -0.885499999999547, -1500174.0, , -0.6082776896259092, , , , , , , , , , 
319593, , , , , , , , , , , , , , , , , , , , -0.8944999999995423, -1504655.0, , -0.5557017648940692, , , , , , , , , , 
319793, , , , , , , , , , , , , , , , , , , , -0.8975000000008162, -1509129.0, , -0.5836321908980863, , , , , , , , , , 
319993, , , , , , , , , , , , , , , , , , , , -0.9126315789471063, -1513610.0, , -0.5122734019901946, , , , , , , , , , 
320193, , , , , , , , , , , , , , , , , , , , -0.8955000000008144, -1518074.0, , -0.5445385592389085, , , , , , , , , , 
320393, , , , , , , , , , , , , true, , , , , , , -0.7334999999996247, -1522199.0, , -2.197799541380298, , , true, true, , , , , , 
320593, , , , , , , , , , , , , false, , , , , , , -0.9434999999995173, -1526502.0, , -0.43864612757127, , , false, false, , , , , , 
320793, , , , , , , , , , , , , , , , , , , , -0.877500000000798, -1531011.0, , -0.6917785809129, , , , , , , , , , 
320993, , , , , , , , , , , , , , , , , , , , -0.9057894736839504, -1535496.0, , -0.5025779657524617, , , , , , , , , , 
321193, , , , , , , , , , , , , , , , , , , , -0.8985000000008172, -1539964.0, , -0.5415168718519308, , , , , , , , , , 
321393, , , , , , , , , , , , , , , , , , , , -0.8794999999995501, -1544439.0, , -0.5915916778952851, , , , , , , , , , 
321593, , , , , , , , , , , , , , , , , , , , -0.9039999999995375, -1548913.0, , -0.518185908577223, , , , , , , , , , 
321793, , , , , , , , , , , , , , , , , , , , -0.8635000000007854, -1553382.0, , -0.6069069306178281, , , , , , , , , , 
321993, , , , , , , , , , , , , , , , , , , , -0.9068421052628974, -1557867.0, , -0.5204203199283802, , , , , , , , , , 
322193, , , , , , , , , , , , , , , , , , , , -0.8935000000008125, -1562335.0, , -0.5483434165828621, , , , , , , , , , 
322393, , , , , , , , , , , , , , , , , , , , -0.8784999999995506, -1566808.0, , -0.6014331728787838, , , , , , , , , , 
322593, , , -12.499999999993605, -0.004999999999997442, , , , , , , , , true, , , , , , , -0.7354999999996237, -1571195.0, , -1.1883449568634314, , , true, true, , , , , , 
322793, , , 0.0, 0.0, , , , , , , , , false, , , , , , , -0.8910000000008104, -1575134.0, , -1.1893782826402677, , , false, false, , , , false, false, 
322993, 13.157894736858008, 0.006578947368429004, -12.499999999993605, -0.004999999999997442, , , , , , , , , , , , , , , , -0.901578947368162, -1579717.0, , -0.49657519161417074, , , , , , , , , , 
323193, 0.0, 0.0, 0.0, 0.0, , , , , , , , , , , , , , , , -0.9045000000008226, -1584169.0, , -0.5038600960756939, , , , , , , , , , 
323393, , , , , , , , , , , , , , , , , , , , -0.891499999999544, , , , , , , , , , , , , 
